688.00,61.00,29.00,47.00,9.61,13.73,13.73,12.01,22.90,62.00,0.24,19.00,5.33,32.97,6.90
467.00,33.00,94.00,141.00,7.85,5.89,5.89,9.42,33.00,28.00,2.90,67.00,20.61,8.73,3.50
562.00,59.00,75.00,142.00,9.40,7.20,10.50,13.50,24.60,65.00,0.40,114.00,20.61,8.73,3.70
1393.00,138.00,127.00,322.00,9.40,11.80,7.80,13.40,29.50,48.00,1.00,9.00,3.49,38.37,6.90
570.00,59.00,72.00,132.00,8.60,8.60,7.20,10.70,24.10,76.00,1.30,50.00,17.69,13.70,1.80
892.00,69.00,22.00,93.00,8.70,6.00,6.00,9.60,28.90,36.00,0.90,137.00,5.33,32.97,6.10
403.00,81.00,87.00,97.00,8.30,7.00,8.30,6.50,28.60,60.00,0.30,75.00,14.31,8.27,2.00
372.00,41.00,12.00,108.00,6.50,8.00,7.40,9.40,28.00,44.00,0.10,149.00,16.69,8.98,4.50
1421.00,145.00,83.00,327.00,10.50,11.80,9.40,11.80,26.80,46.00,1.20,144.00,3.49,38.37,6.60
616.00,59.00,31.00,50.00,9.61,13.73,13.73,12.01,23.00,82.00,0.32,93.00,5.33,32.97,6.10
2151.00,161.00,45.00,236.00,10.40,13.40,7.20,13.40,24.80,34.00,1.70,75.00,4.01,30.18,6.70
901.00,62.00,11.00,106.00,6.00,6.90,6.00,9.60,24.60,45.00,0.40,150.00,5.33,32.97,8.50
1726.00,156.00,59.00,167.00,11.80,13.40,7.80,15.70,16.10,63.00,0.70,124.00,4.01,30.18,7.40
1620.00,130.00,41.00,219.00,11.80,13.40,7.80,18.80,34.60,30.00,1.93,26.00,4.01,30.18,5.80
475.00,39.00,10.00,143.00,8.00,5.80,10.40,10.40,34.90,32.00,0.80,160.00,16.69,8.98,4.10
1602.00,147.00,135.00,357.00,9.40,11.80,7.80,13.40,32.70,40.00,0.40,177.00,3.49,38.37,10.40
586.00,74.00,69.00,154.00,9.60,9.60,10.70,9.60,26.20,68.00,1.10,115.00,17.69,13.70,2.20
811.00,94.00,23.00,288.00,6.70,6.70,6.70,9.40,32.60,25.00,0.00,52.00,6.08,8.00,8.20
1746.00,119.00,44.00,203.00,10.40,13.40,7.20,13.40,32.90,35.00,0.30,168.00,4.01,30.18,8.00
523.00,34.00,5.00,146.00,7.90,9.40,13.50,10.50,33.60,32.00,0.90,151.00,14.56,10.04,2.10
475.00,52.00,96.00,103.00,10.70,9.60,5.70,14.30,32.00,43.00,2.30,60.00,17.69,13.70,2.40
657.00,53.00,99.00,142.00,6.10,8.60,6.10,8.60,27.70,27.00,0.30,153.00,17.61,13.70,8.30
569.00,54.00,98.00,149.00,6.60,10.70,4.50,10.70,26.90,26.00,0.60,34.00,17.61,13.70,7.10
466.00,41.00,108.00,56.00,5.70,8.60,4.50,8.60,18.70,72.00,0.00,26.00,17.69,13.70,6.60
777.00,63.00,10.00,72.00,6.00,6.90,6.00,9.60,30.10,31.00,0.20,157.00,5.33,32.97,10.10
1560.00,127.00,128.00,374.00,9.40,11.80,7.80,13.40,30.80,19.00,0.17,13.00,3.49,38.37,9.30
488.00,45.00,78.00,113.00,6.61,8.60,5.06,8.60,35.70,20.00,0.62,18.00,17.61,13.70,4.20
436.00,35.00,9.00,122.00,7.70,6.60,10.30,11.60,23.00,78.00,0.10,53.00,22.47,10.52,5.00
504.00,55.00,2.00,155.00,7.90,7.90,7.30,7.90,35.60,40.00,1.10,165.00,14.56,10.04,3.70
1134.00,122.00,79.00,337.00,10.50,11.80,9.40,11.80,33.90,31.00,0.70,153.00,3.49,38.37,6.30
946.00,111.00,28.00,334.00,7.20,9.40,7.20,10.40,29.90,40.00,0.50,134.00,6.08,8.00,11.50
794.00,57.00,19.00,88.00,6.90,6.90,6.90,9.60,32.70,35.00,0.40,171.00,5.33,32.97,6.40
502.00,49.00,8.00,168.00,7.20,7.20,6.60,10.30,34.30,34.00,0.50,103.00,22.47,10.52,2.60
334.00,37.00,110.00,116.00,7.90,9.40,6.30,9.40,25.50,73.00,0.50,157.00,20.61,8.73,2.50
877.00,59.00,22.00,118.00,6.90,6.90,6.90,9.60,29.00,38.00,1.10,141.00,5.33,32.97,6.70
822.00,49.00,29.00,77.00,7.39,8.01,6.86,11.31,24.70,68.00,0.63,77.00,5.33,32.97,5.10
1870.00,115.00,34.00,222.00,13.30,6.60,5.20,11.60,28.70,50.00,0.10,124.00,4.01,30.18,5.40
934.00,107.00,26.00,316.00,8.50,5.90,5.90,9.40,32.50,34.00,1.10,60.00,6.08,8.00,9.60
1232.00,123.00,108.00,339.00,11.80,9.40,8.60,13.40,29.80,47.00,1.50,15.00,3.49,38.37,5.00
321.00,46.00,111.00,109.00,5.70,8.60,4.50,8.60,21.80,63.00,1.70,31.00,20.61,8.73,4.00
923.00,62.00,23.00,86.00,7.39,8.01,6.86,11.31,35.70,25.00,1.25,64.00,5.33,32.97,6.50
